prov_insc;cant_insc;parr_insc;fecha_mat;mcap_bie;dur_mat;cau_div;sexo_1;fecha_nac1;edad_1;p_etnica1;niv_inst1;sexo_2;fecha_nac2;edad_2;p_etnica2;niv_inst2
Imbabura;Ibarra;San Francisco;8/1/1974; No;46;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/7/1942;78;Mestizo; Educacion Basica;Mujer;19/4/1955;65;Mestizo; Educacion Basica
Imbabura;Ibarra;San Francisco;20/10/2016; No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/2/1984;36;Mestizo; Primaria;Mujer;19/10/1986;34;Mulato; Primaria
Imbabura;Ibarra;San Francisco;30/9/2004; No;15;Por mutuo consentimiento via notarial;Hombre;17/9/1985;35;Mestizo; Superior Universitario;Mujer;22/12/1986;34;Mestizo; Superior no Universitario
Imbabura;Ibarra;San Francisco;27/3/2003; No;17;Por mutuo consentimiento via judicial;Hombre;30/9/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;6/8/1981;39;Mestizo; Educacion media o Bachillerato
Imbabura;Ibarra;San Francisco;24/8/2006; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/5/1981;39;Mestizo; Educacion media o Bachillerato;Mujer;3/9/1985;35;Mestizo; Educacion media o Bachillerato
Imbabura;Ibarra;San Francisco;17/3/2006; No;14;Por mutuo consentimiento via notarial;Hombre;8/12/1987;33;Mestizo; Superior Universitario;Mujer;3/11/1987;33;Mestizo; Superior Universitario
Imbabura;Ibarra;San Francisco;1/11/1988; No;32;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/3/1963;57;Mestizo; Superior Universitario;Mujer;18/10/1965;55;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;24/3/1999; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/9/1961;59;Mestizo; Educacion Basica;Mujer;9/5/1962;58;Mestizo; Educacion Basica
Carchi;Tulcan;Gonzalez Suarez;19/4/1994; No;26;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;8/11/1975;45;Mestizo; Secundaria;Mujer;17/2/1974;47;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;15/4/1987; No;32;Por mutuo consentimiento via notarial;Hombre;23/5/1966;54;Mestizo; Educacion media o Bachillerato;Mujer;17/12/1967;53;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/8/1984; No;31;Por mutuo consentimiento via judicial;Hombre;9/7/1965;55;Mestizo; Secundaria;Mujer;24/5/1964;56;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;25/1/2019; No;1;Por mutuo consentimiento via notarial;Hombre;18/10/1989;31;Mestizo; Secundaria;Mujer;3/3/1987;33;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;17/3/2014; No;3;Por mutuo consentimiento via judicial;Hombre;22/6/1985;35;Mestizo; Secundaria;Mujer;24/5/1991;29;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;17/2/2006; No;14;Por mutuo consentimiento via notarial;Hombre;13/9/1974;46;Sin informacion; Superior Universitario;Mujer;27/1/1967;54;Sin informacion; Superior Universitario
Carchi;Tulcan;Gonzalez Suarez;28/5/2002; No;18;Por mutuo consentimiento via judicial;Hombre;23/6/1979;41;Sin informacion; Educacion media o Bachillerato;Mujer;29/3/1984;36;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;30/3/1978; No;42;Por mutuo consentimiento via notarial;Hombre;4/7/1957;63;Mestizo; Educacion Basica;Mujer;21/9/1954;66;Mestizo; Educacion Basica
Loja;Loja;Loja, cabecera cantonal y capital provincial;3/8/1992; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/3/1970;50;Mestizo; Secundaria;Mujer;5/9/1963;57;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;27/8/1997; No;22;Por mutuo consentimiento via judicial;Hombre;17/3/1976;44;Mestizo; Primaria;Mujer;30/8/1974;46;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;22/12/2007; No;11;Por mutuo consentimiento via judicial;Hombre;11/10/1979;41;Mestizo; Primaria;Mujer;17/10/1989;31;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/7/1999; No;20;Por mutuo consentimiento via judicial;Hombre;7/1/1963;57;Mestizo; Superior Universitario;Mujer;16/2/1976;44;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;7/4/1988; No;32;Por mutuo consentimiento via judicial;Hombre;15/10/1963;57;Mestizo; Superior Universitario;Mujer;11/1/1963;57;Mestizo; Superior no Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;25/8/1994; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/1/1960;60;Mestizo; Primaria;Mujer;8/5/1970;50;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;5/5/2006; No;13;Por mutuo consentimiento via judicial;Hombre;6/8/1980;40;Mestizo; Secundaria;Mujer;20/10/1977;43;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;16/10/2007; No;13;Por mutuo consentimiento via judicial;Hombre;7/7/1983;37;Mestizo; Primaria;Mujer;15/6/1989;31;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;3/1/2019; No;2;Por mutuo consentimiento via judicial;Hombre;28/5/1994;26;Mestizo; Educacion media o Bachillerato;Mujer;10/1/1994;26;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;6/9/2019; No;1;Por mutuo consentimiento via judicial;Hombre;8/3/1998;22;Mestizo; Educacion media o Bachillerato;Mujer;10/6/1998;22;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;12/8/1994; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;20/4/1973;47;Mestizo; Primaria;Mujer;22/2/1978;42;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;23/7/2010; No;10;Por mutuo consentimiento via judicial;Hombre;1/2/1982;38;Mestizo; Superior Universitario;Mujer;26/1/1988;32;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;10/3/2009; No;11;Por mutuo consentimiento via judicial;Hombre;18/9/1968;52;Mestizo; Primaria;Mujer;13/3/1966;54;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;27/9/2001; No;19;Por mutuo consentimiento via judicial;Hombre;20/11/1978;42;Mestizo; Secundaria;Mujer;28/11/1981;39;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;23/8/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;10/3/1977;43;Mestizo; Superior Universitario;Mujer;15/6/1978;42;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;5/7/2018; No;2;Por mutuo consentimiento via judicial;Hombre;4/3/1985;35;Mestizo; Primaria;Mujer;30/6/1984;36;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;13/11/2013; No;6;Por mutuo consentimiento via judicial;Hombre;23/3/1989;31;Mestizo; Secundaria;Mujer;29/3/1991;29;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;10/5/1971; No;49;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/4/1948;72;Mestizo; Primaria;Mujer;1/4/1950;70;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;17/1/1976; No;44;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/1/1952;68;Mestizo; Secundaria;Mujer;26/7/1940;80;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;1/2/2018; No;2;Por mutuo consentimiento via judicial;Hombre;16/11/1987;33;Mestizo; Superior Universitario;Mujer;19/4/1990;30;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;27/2/1992; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/3/1969;51;Mestizo; Primaria;Mujer;23/12/1966;54;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;16/1/2015; No;5;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;15/6/1988;32;Mestizo; Superior Universitario;Mujer;6/1/1990;31;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;21/8/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/8/1972;48;Mestizo; Secundaria;Mujer;28/6/1986;34;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;27/5/1977; No;43;Por mutuo consentimiento via judicial;Hombre;14/5/1956;64;Mestizo; Superior Universitario;Mujer;3/3/1956;64;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;27/12/2018; No;1;Por mutuo consentimiento via judicial;Hombre;15/12/1996;24;Mestizo; Educacion media o Bachillerato;Mujer;10/10/1997;23;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;6/3/2014; No;5;Por mutuo consentimiento via judicial;Hombre;1/2/1995;25;Mestizo; Educacion media o Bachillerato;Mujer;7/11/1996;24;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;11/8/2008; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/8/1978;42;Mestizo; Secundaria;Mujer;27/1/1990;30;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/5/1997; No;23;Por mutuo consentimiento via judicial;Hombre;8/7/1965;55;Mestizo; Secundaria;Mujer;13/5/1980;40;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;17/4/2000; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/4/1977;43;Mestizo; Superior Universitario;Mujer;12/12/1979;41;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;23/10/1992; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/11/1959;61;Mestizo; Secundaria;Mujer;7/4/1971;49;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;6/12/2002; No;18;Por mutuo consentimiento via judicial;Hombre;22/11/1982;38;Mestizo; Secundaria;Mujer;19/8/1984;36;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;21/1/2011; No;9;Por mutuo consentimiento via notarial;Hombre;20/9/1961;59;Mestizo; Superior Universitario;Mujer;22/12/1965;55;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/9/1999; No;20;Por mutuo consentimiento via judicial;Hombre;22/4/1979;41;Mestizo; Educacion media o Bachillerato;Mujer;3/11/1978;42;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;5/4/2006; No;14;Por mutuo consentimiento via judicial;Hombre;6/10/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;24/5/1981;39;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;13/2/1998; No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;7/4/1971;49;Mestizo; Secundaria;Mujer;17/12/1954;66;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/3/2008; No;12;Por mutuo consentimiento via judicial;Hombre;8/9/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;21/10/1989;31;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;17/10/1997; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/6/1955;65;Mestizo; Primaria;Mujer;1/7/1977;43;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;4/9/1975; No;45;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/6/1950;70;Mestizo; Primaria;Mujer;4/12/1937;83;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;13/8/1999; No;21;Por mutuo consentimiento via judicial;Hombre;15/12/1964;56;Mestizo; Primaria;Mujer;21/7/1976;44;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;19/4/2002; No;18;Por mutuo consentimiento via judicial;Hombre;24/6/1961;59;Mestizo; Superior Universitario;Mujer;6/1/1959;62;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;5/5/2017; No;2;Por mutuo consentimiento via judicial;Hombre;26/8/1989;31;Mestizo; Secundaria;Mujer;2/12/1987;33;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/2/2013; No;6;Por mutuo consentimiento via judicial;Hombre;29/8/1985;35;Mestizo; Superior Universitario;Mujer;2/9/1985;35;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;3/10/2013; No;7;Por mutuo consentimiento via judicial;Hombre;2/2/1989;31;Mestizo; Secundaria;Mujer;25/12/1991;29;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;19/9/2017; No;3;Por mutuo consentimiento via notarial;Hombre;11/9/1989;31;Mestizo; Secundaria;Mujer;9/5/1997;23;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;4/7/2013; No;7;Por mutuo consentimiento via judicial;Hombre;22/7/1985;35;Mestizo; Secundaria;Mujer;23/10/1992;28;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;18/6/2009; No;10;Por mutuo consentimiento via judicial;Hombre;1/1/1987;34;Mestizo; Educacion media o Bachillerato;Mujer;2/7/1987;33;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;22/3/2013; No;7;Por mutuo consentimiento via judicial;Hombre;2/7/1994;26;Mestizo; Secundaria;Mujer;10/11/1996;24;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;9/12/1993; No;26;Por mutuo consentimiento via judicial;Hombre;27/1/1972;48;Mestizo; Educacion media o Bachillerato;Mujer;8/8/1971;49;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/4/2005; No;15;Por mutuo consentimiento via judicial;Hombre;5/7/1977;43;Mestizo; Educacion media o Bachillerato;Mujer;1/11/1983;37;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;17/7/2018; No;2;Por mutuo consentimiento via judicial;Hombre;15/10/1945;75;Mestizo; Secundaria;Mujer;23/4/1966;54;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;2/9/1996; No;24;Por mutuo consentimiento via judicial;Hombre;5/9/1943;77;Mestizo; Secundaria;Mujer;16/5/1970;50;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;22/1/2007; No;13;Por mutuo consentimiento via judicial;Hombre;21/5/1983;37;Mestizo; Educacion media o Bachillerato;Mujer;8/6/1985;35;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;6/11/1993; No;27;Por mutuo consentimiento via judicial;Hombre;21/6/1962;58;Mestizo; Superior no Universitario;Mujer;9/11/1975;45;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;28/2/2014; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/10/1989;31;Mestizo; Educacion media o Bachillerato;Mujer;29/12/1993;27;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;28/8/1987; No;33;Por mutuo consentimiento via notarial;Hombre;2/4/1966;54;Mestizo; Educacion media o Bachillerato;Mujer;22/7/1965;55;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/2/2015; No;5;Por mutuo consentimiento via notarial;Hombre;24/4/1980;40;Mestizo; Superior Universitario;Mujer;4/12/1975;45;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;19/5/2016; No;4;Por mutuo consentimiento via judicial;Hombre;12/7/1994;26;Mestizo; Educacion media o Bachillerato;Mujer;27/1/1995;26;Mestizo; Superior Universitario
Carchi;Tulcan;Gonzalez Suarez;21/8/1991; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/7/1972;48;Mestizo; Secundaria;Mujer;9/3/1974;46;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;25/9/1996; No;24;Por mutuo consentimiento via judicial;Hombre;20/12/1976;44;Mestizo; Secundaria;Mujer;3/2/1978;43;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;6/7/2000; No;20;Por mutuo consentimiento via notarial;Hombre;3/7/1978;42;Mestizo; Educacion Basica;Mujer;27/3/1973;47;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;30/1/2008; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;6/11/1988;32;Mestizo; Secundaria;Mujer;20/12/1988;32;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;31/7/1971; No;48;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/11/1947;73;Mestizo; Secundaria;Mujer;29/8/1945;75;Mestizo; Primaria
Carchi;Tulcan;Gonzalez Suarez;18/11/2020; No;0;Por mutuo consentimiento via notarial;Hombre;15/2/1960;60;Mestizo; Educacion media o Bachillerato;Mujer;15/7/1969;51;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;31/7/2014; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/2/1991;30;Mestizo; Educacion media o Bachillerato;Mujer;20/12/1992;28;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;4/5/2011; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;16/9/1989;31;Mestizo; Educacion media o Bachillerato;Mujer;9/3/1987;33;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;25/5/2000; No;20;Por mutuo consentimiento via notarial;Hombre;21/11/1980;40;Mestizo; Secundaria;Mujer;15/6/1983;37;Mestizo; Secundaria
Carchi;Tulcan;Gonzalez Suarez;16/7/1997; No;23; Sin informacion;Hombre;10/6/1971;49;Mestizo; Educacion media o Bachillerato;Mujer;21/5/1979;41;Mestizo; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;17/1/2014; No;6;Por mutuo consentimiento via judicial;Hombre;30/1/1992;29;Sin informacion; Educacion media o Bachillerato;Mujer;24/9/1993;27;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;23/12/2016; No;3;Por mutuo consentimiento via judicial;Hombre;17/11/1990;30;Sin informacion; Educacion media o Bachillerato;Mujer;8/2/1998;22;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;12/2/2004; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;3/4/1977;43;Mestizo; Educacion Basica;Mujer;24/1/1987;34;Sin informacion; Educacion Basica
Carchi;Tulcan;Gonzalez Suarez;1/6/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/12/1987;33;Sin informacion; Educacion media o Bachillerato;Mujer;13/3/1990;30;Sin informacion; Educacion media o Bachillerato
Carchi;Tulcan;Gonzalez Suarez;12/1/1989; No;31;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;14/3/1965;55;Sin informacion; Educacion media o Bachillerato;Mujer;21/7/1971;49;Sin informacion; Educacion media o Bachillerato
Loja;Calvas;Cariamanga;20/12/1993; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;3/7/1967;53;Mestizo; Primaria;Mujer;7/12/1976;44;Mestizo; Secundaria
Loja;Calvas;Cariamanga;30/12/2002; No;17;Por mutuo consentimiento via judicial;Hombre;22/5/1983;37;Mestizo; Superior Universitario;Mujer;13/4/1985;35;Mestizo; Superior Universitario
Loja;Calvas;Cariamanga;30/10/1990; No;30;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/10/1964;56;Mestizo; Secundaria;Mujer;10/4/1970;50;Mestizo; Secundaria
Loja;Calvas;Cariamanga;7/1/2010; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/6/1976;44;Mestizo; Primaria;Mujer;1/4/1988;32;Mestizo; Primaria
Loja;Calvas;Cariamanga;28/6/2018; No;0;Por mutuo consentimiento via notarial;Hombre;26/7/1992;28;Mestizo; Superior no Universitario;Mujer;3/8/1991;29;Mestizo; Superior Universitario
Loja;Catamayo;Catamayo;21/12/2005; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;31/10/1963;57;Mestizo; Primaria;Mujer;6/3/1971;49;Mestizo; Primaria
Loja;Catamayo;Catamayo;17/7/1998; No;22;Por mutuo consentimiento via judicial;Hombre;25/6/1969;51;Mestizo; Primaria;Mujer;6/10/1974;46;Mestizo; Primaria
Loja;Catamayo;Catamayo;5/4/2018; No;2;Por mutuo consentimiento via judicial;Hombre;3/10/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;16/5/1994;26;Mestizo; Educacion media o Bachillerato
Loja;Catamayo;Catamayo;5/8/1994; No;26;Por mutuo consentimiento via judicial;Hombre;19/12/1973;47;Mestizo; Secundaria;Mujer;1/7/1980;40;Mestizo; Secundaria
Loja;Catamayo;Catamayo;28/7/2017; No;3;Por mutuo consentimiento via notarial;Hombre;9/12/1957;63;Mestizo; Secundaria;Mujer;8/3/1967;53;Mestizo; Secundaria
Loja;Catamayo;Catamayo;30/12/1996; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/1/1962;59;Mestizo; Primaria;Mujer;16/10/1973;47;Mestizo; Primaria
Loja;Catamayo;Catamayo;17/1/2002; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/1/1977;44;Mestizo; Primaria;Mujer;15/9/1979;41;Mestizo; Secundaria
Loja;Celica;Celica, cabecera cantonal;28/8/1993; No;27;Por mutuo consentimiento via notarial;Hombre;29/6/1971;49;Mestizo; Primaria;Mujer;23/2/1978;42;Mestizo; Primaria
Loja;Celica;Celica, cabecera cantonal;6/1/2006; No;14;Por mutuo consentimiento via judicial;Hombre;8/9/1970;50;Mestizo; Primaria;Mujer;11/8/1985;35;Mestizo; Primaria
Loja;Celica;Celica, cabecera cantonal;5/4/2007; No;13;Por mutuo consentimiento via notarial;Hombre;6/7/1986;34;Mestizo; Secundaria;Mujer;4/11/1986;34;Mestizo; Secundaria
Loja;Celica;Celica, cabecera cantonal;23/8/2012; No;8;Por mutuo consentimiento via notarial;Hombre;14/4/1990;30;Mestizo; Primaria;Mujer;20/1/1993;27;Mestizo; Primaria
Loja;Macara;Macara  (Manuel Enrique Rengel Suquilanda);21/11/2008; No;12;Por mutuo consentimiento via judicial;Hombre;14/5/1986;34;Mestizo; Educacion Basica;Mujer;24/6/1988;32;Mestizo; Educacion Basica
Loja;Macara;Macara  (Manuel Enrique Rengel Suquilanda);19/2/2013; No;6;Por mutuo consentimiento via judicial;Hombre;18/7/1991;29;Mestizo; Educacion Basica;Mujer;21/6/1994;26;Mestizo; Educacion media o Bachillerato
Loja;Macara;Macara  (Manuel Enrique Rengel Suquilanda);13/7/1973; No;46;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/3/1953;67;Mestizo; Primaria;Mujer;12/11/1956;64;Mestizo; Educacion media o Bachillerato
Loja;Paltas;Catacocha;7/4/2011; No;9;Por mutuo consentimiento via judicial;Hombre;2/8/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;20/6/1992;28;Mestizo; Educacion media o Bachillerato
Loja;Paltas;Catacocha;10/12/2010; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/8/1990;30;Mestizo; Secundaria;Mujer;2/6/1992;28;Mestizo; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal;9/6/2004; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/5/1981;39;Mestizo; Primaria;Mujer;24/1/1982;38;Mestizo; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal;8/2/1997; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/4/1965;55;Indigena; Primaria;Mujer;12/3/1978;42;Indigena; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal;24/8/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;27/2/1989;31;Mestizo; Primaria;Mujer;27/12/1993;27;Mestizo; Educacion Basica
Loja;Saraguro;Saraguro, cabecera cantonal;22/1/2007; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/5/1984;36;Indigena; Primaria;Mujer;5/1/1987;34;Indigena; Secundaria
Loja;Zapotillo;Zapotillo, cabecera cantonal;15/1/2010; No;10;Por mutuo consentimiento via judicial;Hombre;24/7/1984;36;Mestizo; Primaria;Mujer;5/11/1989;31;Mestizo; Educacion media o Bachillerato
Loja;Zapotillo;Zapotillo, cabecera cantonal;22/12/2005; No;15;Por mutuo consentimiento via notarial;Hombre;20/6/1984;36;Mestizo; Primaria;Mujer;4/10/1987;33;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;21/9/2005; No;15;Por mutuo consentimiento via judicial;Hombre;26/5/1975;45;Mestizo; Secundaria;Mujer;27/7/1977;43;Mestizo; Posgrado
Loja;Loja;Loja, cabecera cantonal y capital provincial;25/8/1975; No;45;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/4/1954;66;Mestizo; Primaria;Mujer;18/7/1958;62;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;19/6/2007; No;13;Por mutuo consentimiento via judicial;Hombre;26/12/1982;38;Mestizo; Secundaria;Mujer;10/10/1985;35;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;1/10/1980; No;40;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/9/1959;61;Mestizo; Primaria;Mujer;16/10/1966;54;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/12/2005; No;14;Por mutuo consentimiento via judicial;Hombre;17/8/1984;36;Mestizo; Secundaria;Mujer;1/7/1980;40;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;1/1/1982; No;39;Por mutuo consentimiento via judicial;Hombre;8/10/1946;74;Mestizo; Secundaria;Mujer;2/9/1961;59;Mestizo; Secundaria
